genome	test_name	ref_filename	assembly_filename	ref_length	assembly_length	overall_errors	overall_identity	overall_qscore	substitutions	insertions	deletions	repeat_errors	repeat_identity	repeat_qscore	non_repeat_errors	non_repeat_identity	non_repeat_qscore	repeat_percentage	repeat_error_balance	homopolymer_errors	non_homopolymer_errors	lowest_100_bp_identity	lowest_1000_bp_identity	prodigal_count	total_prodigal_length	mean_prodigal_length	total_mapq	total_alignment_score	ale_score	ale_place_avg	ale_insert_avg	ale_kmer_avg	ale_depth_score_avg
NC_013172.1	Polypolish-short	reference_genomes/NC_013172.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_013172.1/polypolish-short.fasta.gz	3614992	3614987	5	99.999861687%	58.59	0	0	5	1	99.997980124%	46.95	4	99.999887813%	59.50	1.37%	0.94738	0	5	96%	99.6%	3121	1084321	347.427	143565959	355039793	-3375348.921179	-2.033143	-0.282527	-0.252796	0.090976
NC_012587.1	Polypolish-short	reference_genomes/NC_012587.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_012587.1/polypolish-short.fasta.gz	3925702	3925694	9	99.999770742%	56.40	1	0	8	9	99.993223963%	41.69	0	100.000000000%	inf	3.38%	1.00000	8	1	99%	99.9%	3627	1137459	313.609	154369238	385554280	-3485893.555665	-2.032900	-0.281808	-0.204715	0.088315
NC_014121.1	Polypolish-short	reference_genomes/NC_014121.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014121.1/polypolish-short.fasta.gz	5314581	5314522	65	99.998776950%	49.13	0	3	62	65	99.970241910%	35.26	0	100.000000000%	inf	4.11%	1.00000	61	4	98%	99.7%	5124	1579114	308.180	208202793	521942388	-4303855.291877	-2.042423	-0.281727	-0.077969	0.042864
NC_011751.1	Polypolish-short	reference_genomes/NC_011751.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_011751.1/polypolish-short.fasta.gz	5202090	5202040	51	99.999019625%	50.09	1	0	50	51	99.978799909%	36.74	0	100.000000000%	inf	4.62%	1.00000	45	6	95%	99.4%	4834	1527284	315.946	205480079	510897367	-3978268.573123	-2.035701	-0.281727	-0.059384	0.067116
NC_011750.1	Polypolish-short	reference_genomes/NC_011750.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_011750.1/polypolish-short.fasta.gz	5132068	5131904	194	99.996219858%	44.22	0	15	179	194	99.947683935%	32.81	0	100.000000000%	inf	7.23%	1.00000	163	31	95%	99.3%	4899	1506750	307.563	197445208	503990832	-4710086.859562	-2.067227	-0.281972	-0.058332	-0.076383
NC_014318.1	Polypolish-short	reference_genomes/NC_014318.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014318.1/polypolish-short.fasta.gz	10236715	10236703	12	99.999882775%	59.31	0	0	12	12	99.994606063%	42.68	0	100.000000000%	inf	2.17%	1.00000	7	5	95%	99.5%	9518	3093182	324.982	407609365	1005399570	-9879856.390967	-2.016458	-0.281309	-0.290194	0.090982
NC_014644.1	Polypolish-short	reference_genomes/NC_014644.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014644.1/polypolish-short.fasta.gz	1667350	1667341	9	99.999460221%	52.68	0	0	9	9	99.982859755%	37.66	0	100.000000000%	inf	3.15%	1.00000	9	0	96%	99.6%	1299	482882	371.734	66237389	163753046	-1325742.652944	-2.061986	-0.284253	-0.100373	0.087329
NC_014638.1	Polypolish-short	reference_genomes/NC_014638.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014638.1/polypolish-short.fasta.gz	2214656	2214656	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.72%		0	0	100%	100.0%	1830	630598	344.589	87937749	217511492	-1880644.972356	-2.047495	-0.283993	-0.162540	0.090518
NC_017384.1	Polypolish-short	reference_genomes/NC_017384.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017384.1/polypolish-short.fasta.gz	2766400	2766397	3	99.999891556%	59.65	0	0	3	3	99.993589607%	41.93	0	100.000000000%	inf	1.69%	1.00000	3	0	99%	99.9%	2713	847874	312.523	109609982	271698161	-2438684.976898	-2.033540	-0.283422	-0.200971	0.091751
NC_017960.1	Polypolish-short	reference_genomes/NC_017960.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017960.1/polypolish-short.fasta.gz	2698137	2698096	52	99.998072748%	47.15	1	5	46	50	99.972926143%	35.67	2	99.999920428%	60.99	6.84%	0.99707	43	9	97%	99.6%	2583	763755	295.685	104359867	264977562	-2470342.185454	-2.057312	-0.282820	-0.168366	0.032831
NC_016603.1	Polypolish-short	reference_genomes/NC_016603.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_016603.1/polypolish-short.fasta.gz	3862530	3862523	9	99.999766992%	56.33	0	1	8	5	99.993720092%	42.02	4	99.999894261%	59.76	2.06%	0.98344	6	3	98%	99.8%	3585	1133824	316.269	154093278	379353731	-3185091.318904	-2.020868	-0.282530	-0.144371	0.087558
NC_017634.1	Polypolish-short	reference_genomes/NC_017634.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017634.1/polypolish-short.fasta.gz	4747819	4747809	10	99.999789377%	56.76	0	0	10	10	99.990522136%	40.23	0	100.000000000%	inf	2.22%	1.00000	10	0	99%	99.9%	4389	1398846	318.716	188171864	466299382	-3516326.094621	-2.029130	-0.281641	-0.059711	0.089348
NC_018828.1	Polypolish-short	reference_genomes/NC_018828.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_018828.1/polypolish-short.fasta.gz	4887379	4887363	33	99.999324792%	51.71	3	7	23	16	99.989319948%	39.71	17	99.999641167%	54.45	3.07%	0.96749	8	25	86%	98.6%	4690	1474502	314.393	191900882	480005900	-4882302.960622	-2.033353	-0.281984	-0.311654	0.084470
NC_016845.1	Polypolish-short	reference_genomes/NC_016845.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_016845.1/polypolish-short.fasta.gz	5333942	5333918	26	99.999512556%	53.12	0	1	25	26	99.982714490%	37.62	0	100.000000000%	inf	2.82%	1.00000	25	1	98%	99.8%	5054	1564234	309.504	210564172	523870369	-4431756.067060	-2.022349	-0.281530	-0.132017	0.069117
NC_015663.1	Polypolish-short	reference_genomes/NC_015663.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_015663.1/polypolish-short.fasta.gz	5280350	5280309	42	99.999204598%	50.99	1	0	41	42	99.974720116%	35.97	0	100.000000000%	inf	3.15%	1.00000	41	1	96%	99.4%	4885	1550498	317.400	209307144	518582308	-4228578.244898	-2.030227	-0.281300	-0.105885	0.075579
NC_014923.1	Polypolish-short	reference_genomes/NC_014923.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014923.1/polypolish-short.fasta.gz	6264489	6264456	33	99.999473221%	52.78	0	0	33	25	99.968597304%	35.03	8	99.999870652%	58.88	1.27%	0.99590	8	25	90%	99.0%	5992	1834502	306.159	249956139	615258406	-5521312.450760	-2.026594	-0.281561	-0.200021	0.088037
NC_000117.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000117.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000117.1/polypolish-short__polypolish-short.fasta.gz	1042519	1042519	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.18%		0	0	100%	100.0%	897	312998	348.939	41309961	102391257	-835904.229320	-2.062414	-0.285052	-0.112394	0.093067
NC_000912.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000912.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000912.1/polypolish-short__polypolish-short.fasta.gz	816394	816375	19	99.997672692%	46.33	0	0	19	17	99.981649990%	37.36	2	99.999723662%	55.59	11.35%	0.98516	17	2	98%	99.8%	1406	213961	152.177	32500008	80168362	-716402.495570	-2.138448	-0.287894	-0.155995	0.087249
NC_000963.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000963.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000963.1/polypolish-short__polypolish-short.fasta.gz	1111523	1111523	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	0.51%		0	0	100%	100.0%	897	285538	318.326	44428619	109165297	-1126068.201942	-2.079024	-0.285306	-0.317599	0.092616
NC_000922.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000922.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000922.1/polypolish-short__polypolish-short.fasta.gz	1230230	1230218	12	99.999024573%	50.11	0	0	12	12	99.923964010%	31.19	0	100.000000000%	inf	1.28%	1.00000	12	0	96%	99.6%	1063	367444	345.667	48998199	120818861	-1001373.580522	-2.079651	-0.284369	-0.116761	0.090791
NC_000918.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000918.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000918.1/polypolish-short__polypolish-short.fasta.gz	1551335	1551334	1	99.999935539%	61.91	0	0	1	1	99.996902778%	45.09	0	100.000000000%	inf	2.08%	1.00000	1	0	99%	99.9%	1709	496207	290.349	61518769	152362040	-1296515.845581	-2.053562	-0.285761	-0.147624	0.091701
NC_000915.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000915.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000915.1/polypolish-short__polypolish-short.fasta.gz	1667867	1667842	25	99.998501080%	48.24	0	0	25	19	99.980477179%	37.09	6	99.999617967%	54.18	5.84%	0.98081	15	10	97%	99.6%	1581	505012	319.426	64689770	163792961	-1584921.545371	-2.093720	-0.285120	-0.248526	0.091234
NC_000853.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000853.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000853.1/polypolish-short__polypolish-short.fasta.gz	1860725	1860720	5	99.999731288%	55.71	0	0	5	5	99.985784146%	38.47	0	100.000000000%	inf	1.89%	1.00000	4	1	98%	99.8%	1866	591892	317.198	74253810	182749907	-1515856.623342	-2.024219	-0.284026	-0.132836	0.087590
NC_000907.1	Polypolish-short+Polypolish-short	reference_genomes/NC_000907.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000907.1/polypolish-short__polypolish-short.fasta.gz	1830138	1830118	22	99.998797906%	49.20	0	1	21	10	99.987850513%	39.15	12	99.999313435%	51.63	4.50%	0.94651	3	19	96%	99.6%	1749	535537	306.196	71422995	179742667	-1598018.699054	-2.054990	-0.284498	-0.179106	0.085765
NC_000913.3	Polypolish-short+Polypolish-short	reference_genomes/NC_000913.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000913.3/polypolish-short__polypolish-short.fasta.gz	4641652	4641622	33	99.999289046%	51.48	1	1	31	33	99.980666026%	37.14	0	100.000000000%	inf	3.68%	1.00000	28	5	98%	99.7%	4321	1356783	313.997	182894337	455873157	-3595890.468823	-2.034386	-0.281608	-0.059817	0.057113
NC_000962.3	Polypolish-short+Polypolish-short	reference_genomes/NC_000962.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000962.3/polypolish-short__polypolish-short.fasta.gz	4411532	4411532	2	99.999954664%	63.44	0	1	1	2	99.998732268%	48.97	0	100.000000000%	inf	3.58%	1.00000	1	1	99%	99.9%	4084	1332954	326.384	174345877	433284347	-3941530.822337	-2.020824	-0.281719	-0.215269	0.089321
NC_002528.1	Polypolish-short+Polypolish-short	reference_genomes/NC_002528.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002528.1/polypolish-short__polypolish-short.fasta.gz	640681	640681	0	100.000000000%	inf	0	0	0	0			0	100.000000000%	inf	0.00%		0	0	100%	100.0%	583	187413	321.463	25630080	62922739	-742581.112122	-2.099012	-0.288693	-0.455654	0.092502
NC_001318.1	Polypolish-short+Polypolish-short	reference_genomes/NC_001318.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_001318.1/polypolish-short__polypolish-short.fasta.gz	910724	910724	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	0.95%		0	0	100%	100.0%	825	282825	342.818	36195066	89447158	-976547.394609	-2.087819	-0.286507	-0.379822	0.098974
NC_002163.1	Polypolish-short+Polypolish-short	reference_genomes/NC_002163.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002163.1/polypolish-short__polypolish-short.fasta.gz	1641481	1641473	8	99.999512635%	53.12	0	0	8	8	99.984665811%	38.14	0	100.000000000%	inf	3.18%	1.00000	8	0	96%	99.6%	1661	513905	309.395	64465636	161218325	-1746169.155588	-2.048527	-0.281745	-0.370163	0.083142
NC_002737.2	Polypolish-short+Polypolish-short	reference_genomes/NC_002737.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002737.2/polypolish-short__polypolish-short.fasta.gz	1852433	1852422	11	99.999406186%	52.26	0	0	11	11	99.986142431%	38.58	0	100.000000000%	inf	4.29%	1.00000	11	0	99%	99.8%	1781	529645	297.386	72365035	181926882	-1536775.787180	-2.048524	-0.283428	-0.139657	0.087403
NC_002662.1	Polypolish-short+Polypolish-short	reference_genomes/NC_002662.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002662.1/polypolish-short__polypolish-short.fasta.gz	2365589	2365554	37	99.998435908%	48.06	0	1	36	37	99.975441228%	36.10	0	100.000000000%	inf	6.37%	1.00000	35	2	98%	99.7%	2401	680938	283.606	91716761	232316995	-2243907.783076	-2.063002	-0.283441	-0.226335	0.059913
NC_002677.1	Polypolish-short+Polypolish-short	reference_genomes/NC_002677.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002677.1/polypolish-short__polypolish-short.fasta.gz	3268203	3268161	48	99.998531304%	48.33	0	3	45	36	99.970692154%	35.33	12	99.999618487%	54.18	3.76%	0.98715	32	16	97%	99.6%	3967	747977	188.550	128085760	320970319	-2619085.127974	-2.051502	-0.282655	-0.083105	0.059773
NC_000964.3	Polypolish-short+Polypolish-short	reference_genomes/NC_000964.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000964.3/polypolish-short__polypolish-short.fasta.gz	4215606	4215579	31	99.999264637%	51.33	2	1	28	30	99.968729153%	35.05	1	99.999975726%	66.15	2.28%	0.99922	29	2	98%	99.8%	4228	1237080	292.592	166874091	414037814	-3488228.698174	-2.027222	-0.281854	-0.111543	0.053777
NC_002696.2	Polypolish-short+Polypolish-short	reference_genomes/NC_002696.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002696.2/polypolish-short__polypolish-short.fasta.gz	4016947	4016941	8	99.999800844%	57.01	0	1	7	8	99.993089329%	41.60	0	100.000000000%	inf	2.88%	1.00000	7	1	99%	99.8%	3704	1193396	322.191	159148262	394508264	-3789378.024714	-2.032103	-0.281736	-0.259860	0.087790
NC_002695.2	Polypolish-short+Polypolish-short	reference_genomes/NC_002695.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002695.2/polypolish-short__polypolish-short.fasta.gz	5498578	5498435	166	99.996981043%	45.20	5	9	152	166	99.969161719%	35.11	0	100.000000000%	inf	9.79%	1.00000	148	18	95%	99.4%	5324	1605884	301.631	210357142	539950550	-4325978.565013	-2.090308	-0.281871	-0.057554	0.061534
NC_002516.2	Polypolish-short+Polypolish-short	reference_genomes/NC_002516.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002516.2/polypolish-short__polypolish-short.fasta.gz	6264404	6264391	17	99.999728626%	55.66	0	2	15	17	99.990192911%	40.08	0	100.000000000%	inf	2.77%	1.00000	8	9	93%	99.3%	5687	1874616	329.632	248350305	615250429	-5741536.700963	-2.025427	-0.281266	-0.240955	0.093317
NC_002971.4	Polypolish-short+Polypolish-short	reference_genomes/NC_002971.4.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002971.4/polypolish-short__polypolish-short.fasta.gz	1995488	1995426	66	99.996692540%	44.81	2	1	63	61	99.920954763%	31.02	5	99.999739355%	55.84	3.87%	0.99671	56	10	95%	99.5%	2027	592420	292.264	78600709	195962800	-1921353.885773	-2.099056	-0.283586	-0.138237	-0.030406
NC_002932.3	Polypolish-short+Polypolish-short	reference_genomes/NC_002932.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002932.3/polypolish-short__polypolish-short.fasta.gz	2154946	2154936	10	99.999535951%	53.33	0	0	10	10	99.982981910%	37.69	0	100.000000000%	inf	2.73%	1.00000	8	2	98%	99.7%	2009	627855	312.521	85349313	211641946	-1686326.140321	-2.038296	-0.283659	-0.095166	0.086613
NC_002946.2	Polypolish-short+Polypolish-short	reference_genomes/NC_002946.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002946.2/polypolish-short__polypolish-short.fasta.gz	2153922	2153807	115	99.994660902%	42.73	0	0	115	106	99.953906230%	33.36	9	99.999532214%	53.30	10.68%	0.98995	99	16	94%	99.2%	2144	597274	278.579	82359329	211501470	-1946673.933186	-2.158063	-0.283388	-0.125005	0.035032
NC_002942.5	Polypolish-short+Polypolish-short	reference_genomes/NC_002942.5.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002942.5/polypolish-short__polypolish-short.fasta.gz	3397754	3397752	2	99.999941138%	62.30	0	0	2	2	99.997262974%	45.63	0	100.000000000%	inf	2.15%	1.00000	2	0	98%	99.8%	3025	1003438	331.715	134575169	333703328	-2837825.090423	-2.026359	-0.282560	-0.158222	0.092676
NC_002967.9	Polypolish-short+Polypolish-short	reference_genomes/NC_002967.9.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002967.9/polypolish-short__polypolish-short.fasta.gz	2843201	2843171	30	99.998944851%	49.77	0	0	30	28	99.978740528%	36.72	2	99.999926240%	61.32	4.63%	0.99654	14	16	93%	99.1%	2581	870066	337.104	112485099	279234925	-2638471.164021	-2.047153	-0.282709	-0.245927	0.094550
NC_002939.5	Polypolish-short+Polypolish-short	reference_genomes/NC_002939.5.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002939.5/polypolish-short__polypolish-short.fasta.gz	3814128	3814122	6	99.999842690%	58.03	0	0	6	6	99.993225468%	41.69	0	100.000000000%	inf	2.32%	1.00000	6	0	99%	99.9%	3423	1155492	337.567	150718609	374605702	-3054683.455716	-2.026833	-0.282225	-0.117472	0.086286
NC_002937.3	Polypolish-short+Polypolish-short	reference_genomes/NC_002937.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002937.3/polypolish-short__polypolish-short.fasta.gz	3570858	3570844	24	99.999327893%	51.73	4	3	17	24	99.980883501%	37.19	0	100.000000000%	inf	3.52%	1.00000	13	11	96%	99.6%	3156	1023863	324.418	141363038	350698582	-2923359.050056	-2.044977	-0.282233	-0.133319	0.090383
NC_003030.1	Polypolish-short+Polypolish-short	reference_genomes/NC_003030.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003030.1/polypolish-short__polypolish-short.fasta.gz	3940880	3940861	38	99.999035750%	50.16	9	5	24	38	99.971295842%	35.42	0	100.000000000%	inf	3.36%	1.00000	20	18	95%	99.5%	3719	1136073	305.478	155343375	387049248	-3805783.529555	-2.035441	-0.281790	-0.259338	0.066042
NC_002929.2	Polypolish-short+Polypolish-short	reference_genomes/NC_002929.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002929.2/polypolish-short__polypolish-short.fasta.gz	4086189	4085863	422	99.989672637%	39.86	10	43	369	422	99.885253123%	29.40	0	100.000000000%	inf	9.00%	1.00000	388	34	95%	99.2%	4014	1231703	306.852	154112582	401199912	-5672043.619816	-2.183746	-0.282203	-0.308063	-0.258070
NC_002947.4	Polypolish-short+Polypolish-short	reference_genomes/NC_002947.4.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002947.4/polypolish-short__polypolish-short.fasta.gz	6181873	6181848	31	99.999498534%	53.00	0	3	28	31	99.987671947%	39.09	0	100.000000000%	inf	4.07%	1.00000	28	3	98%	99.8%	5588	1826936	326.939	243010775	607135452	-5218064.902664	-2.032745	-0.281568	-0.149678	0.077032
NC_003454.1	Polypolish-short+Polypolish-short	reference_genomes/NC_003454.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003454.1/polypolish-short__polypolish-short.fasta.gz	2174500	2174466	34	99.998436422%	48.06	0	0	34	34	99.970022395%	35.23	0	100.000000000%	inf	5.22%	1.00000	34	0	98%	99.7%	2028	658435	324.672	84586676	213553940	-2291398.353545	-2.062686	-0.284657	-0.329784	0.058464
NC_003210.1	Polypolish-short+Polypolish-short	reference_genomes/NC_003210.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003210.1/polypolish-short__polypolish-short.fasta.gz	2944528	2944524	4	99.999864155%	58.67	0	0	4	4	99.992679758%	41.35	0	100.000000000%	inf	1.86%	1.00000	4	0	99%	99.8%	2875	876397	304.834	116491089	289199835	-2511724.027186	-2.028017	-0.282744	-0.171552	0.088788
NC_003098.1	Polypolish-short+Polypolish-short	reference_genomes/NC_003098.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003098.1/polypolish-short__polypolish-short.fasta.gz	2038615	2038590	25	99.998773677%	49.11	0	0	25	25	99.983287653%	37.77	0	100.000000000%	inf	7.34%	1.00000	24	1	98%	99.7%	1989	582842	293.033	80234366	200197734	-1664402.776406	-2.072297	-0.283902	-0.119168	0.088153
NC_003450.3	Polypolish-short+Polypolish-short	reference_genomes/NC_003450.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003450.3/polypolish-short__polypolish-short.fasta.gz	3309401	3309389	14	99.999576963%	53.74	0	1	13	14	99.988252767%	39.30	0	100.000000000%	inf	3.60%	1.00000	14	0	98%	99.8%	3072	963954	313.787	130159981	325029038	-2435618.684555	-2.034462	-0.282883	-0.048668	0.085164
NC_003047.1	Polypolish-short+Polypolish-short	reference_genomes/NC_003047.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003047.1/polypolish-short__polypolish-short.fasta.gz	3654135	3654122	17	99.999534774%	53.32	0	2	15	15	99.989101689%	39.63	2	99.999943125%	62.45	3.77%	0.99481	15	2	98%	99.8%	3393	1051754	309.978	143687912	358877767	-3212819.962202	-2.041542	-0.282818	-0.193686	0.089243
